Entry ID	Journal Title 	Secondary Title	Year	Month	Issue	Section	Author, Original	Author LN, Original	Author FN, Original	Contribution Title	Genre (As indicated in ToC)	Start Page	End Page	Notes	Place	Publisher
1993_01_11	Gay, Славяне!		1993		1	ЛИТЕРАТУРНАЯ МОЗАИКА.	Ольга Краузе	Краузе	Ольга	Стихи. Баба. Рассказ.	Рассказ.	44				
1993_01_12	Gay, Славяне!		1993		1	ЛИТЕРАТУРНАЯ МОЗАИКА.	Юрий Пирютко	Пирютко	Юрий	Мертвяк на колу. Киносценарий. 	Киносценарий. 	51				
1993_01_13	Gay, Славяне!		1993		1	НОВЫЕ ИМЕНА. 	Ольга Савчук	Савчук	Ольга	Стихи. Фа-Минор. Рассказ.	Рассказ.	55				
1993_01_14	Gay, Славяне!		1993		1	НОВЫЕ ИМЕНА. 	Алексей Молочник	Молочник	Алексей	Стихи.		61				
1993_01_15	Gay, Славяне!		1993		1	НОВЫЕ ИМЕНА. 	Игорь Равлов	Павлов	Игорь	Стихи.		64				
1993_01_16	Gay, Славяне!		1993		1	РЕПОРТАЖИ ИЗ ЗОНЫ. 	Ольга Жук	Жук	Ольга	Репортаж I. Яблоневка.		66				
1993_01_17	Gay, Славяне!		1993		1	РЕПОРТАЖИ ИЗ ЗОНЫ. 	Сергей Щербаков	Щербаков	Сергей	Социальные последствия пребывания голубых в неволе		69				
1993_01_18	Gay, Славяне!		1993		1	ПЕРЕВОДЫ.	Хулио Кортасар	Кортасар	Хулио	В аргентинском стиле. Пер. с исп. и переработка Е. Елисеева.		75		Пер. с исп. и переработка Е. Елисеева		
1993_01_19	Gay, Славяне!		1993		1	ПЕРЕВОДЫ.	Хайнц Хегер	Хегер	Хайнц	Люди с розовым треугольником. Перевод с английскоrо издания С.Щербакова.		77		Перевод с английскоrо издания С.Щербакова.		
1993_01_20	Gay, Славяне!		1993		1	ПЕРЕВОДЫ.	Юрген Лемке	Лемке	Юрген	Свадьба по-датски. Пер. с нем. Е. Ершова.		93		Пер. с нем. Е. Ершова.		
1993_01_21	Gay, Славяне!		1993		1	К 100-ЛЕТИЮ СО ДНЯ РОЖДЕНИЯ М.ЦВЕТАЕВОЙ. 	Марина Цветаева	Цветаева	Марина	Письмо к амазонке. Пер. с франц. и предсловие К. Азадовского. Примчанне О. Жук.		101		Пер. с франц. и предсловие К. Азадовского. Примчанне О. Жук.		
1993_01_22	Gay, Славяне!		1993		1	К 100-ЛЕТИЮ СО ДНЯ РОЖДЕНИЯ М.ЦВЕТАЕВОЙ. 	Ольга Жух	Жух	Ольга	Письмо к М. Цветаевой.		112				
1993_01_23	Gay, Славяне!		1993		1	ИЗ НОМЕРА В НОМЕР. 	Геннадий Трифонов	Трифонов	Геннадий	Два балета Джорджа Баланчина. Роман	Роман	117				
1994_01_01	Gay, Славяне!		1994		1	НАСЛЕДИЕ	Михаил Кузмин	Кузмин	Михаил	Крылья. Повесть	Повесть	2		Подготовка текста, текстологическая справка и биографическая предыстория А.Тимофеева. 		
1994_01_02	Gay, Славяне!		1994		1	НАСЛЕДИЕ	София Парнок	Парнок	София	Стихи. Пер. с франц. и предисловие К. Азадовского. Примчанне О. Жук.		55		Предисловие С. Поляковой. Примечание О. Жук.		
1994_01_03	Gay, Славяне!		1994		1	ЛИТЕРАТУРНАЯ МОЗАИКА	Алексей Молочник	Молочник	Алексей	"Эзия" Алексея Молочника и графика Ольги Калягиной		64				
1994_01_04	Gay, Славяне!		1994		1	НОВЫЕ ИМЕНА	Дмитрий Кудрявцев	Кудрявцев	Дмитрий	Стихи. Очерк песка. Рассказ /в соавторстве с И. Кирсановым/. Рисунки Игоря Кирсанова.	Рассказ	71		/в соавторстве с И. Кирсановым/. Рисунки Игоря Кирсанова.		
1994_01_05	Gay, Славяне!		1994		1	ПЕРЕВОДЫ	Хайнц Хегер	Хегер	Хайнц	Люди с розовым треугольником. Роман. Продолжение. Перевод с англ. С. Щербакова.	Роман	76		Продолжение. Перевод с англ. С. Щербакова.		
1994_01_06	Gay, Славяне!		1994		1	ПУБЛИСТИКА.				Ваши письма.		87		Вступительное слово и публикация О. Краузе.		
1994_01_07	Gay, Славяне!		1994		1	ПУБЛИСТИКА.				"Радужные" семьи полны радости. Интервью. Перевод с англ. С. Щербакова. 	Интервью	90		Перевод с англ. С. Щербакова. 		
1994_01_08	Gay, Славяне!		1994		1	ИЗ НОМЕРА В НОМЕР	Геннадий Трифонов	Трифонов	Геннадий	Два балета Джорджа Баланчина. Роман. Продолжение. 	Роман	93		Продолжение. 		
